Animal,Experiment,Box,phase,subphase,subsubphase,component,freezing,motion
24,201220_SEFL20_Ctonetest1_g1,4,C_tonetest,1,shock,shock_2,0,171.33
24,201220_SEFL20_Ctonetest1_g1,4,C_tonetest,1,shock,shock_3,0,302.9
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,bl,bl,10.68,257.07
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,cs,cs_1,39.78,147.14
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,cs,cs_2,26.44,141.95
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,cs,cs_3,18.22,224.04
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,post,postcs_1,35.61,114.22
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,post,postcs_2,35.93,129.58
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,post,postcs_3,64.29,48.99
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,shock,shock_1,0,188.12
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,shock,shock_2,0,147.3
25,201220_SEFL20_Ctonetest1_g2,1,C_tonetest,1,shock,shock_3,71.67,25.97
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,bl,bl,2.89,217.55
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,cs,cs_1,50.44,118.67
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,cs,cs_2,58.22,32.29
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,cs,cs_3,50.56,92.63
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,post,postcs_1,12.99,138.33
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,post,postcs_2,6.22,110.98
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,post,postcs_3,12.53,142.31
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,shock,shock_1,58.33,11.47
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,shock,shock_2,53.33,10.88
29,201220_SEFL20_Ctonetest1_g2,2,C_tonetest,1,shock,shock_3,51.67,12.83
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,bl,bl,10.27,224.98
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,cs,cs_1,54.56,129.08
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,cs,cs_2,56.11,105.4
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,cs,cs_3,51.44,40.45
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,post,postcs_1,39.67,86.91
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,post,postcs_2,41.44,88.91
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,post,postcs_3,41.46,67.23
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,shock,shock_1,100,0.2
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,shock,shock_2,51.67,60.4
30,201220_SEFL20_Ctonetest1_g2,3,C_tonetest,1,shock,shock_3,53.33,37.93
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,bl,bl,0.73,297.56
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,cs,cs_1,18.44,215.46
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,cs,cs_2,58.33,80.41
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,cs,cs_3,13.89,229.46
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,post,postcs_1,7.63,179.61
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,post,postcs_2,26.74,99.89
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,post,postcs_3,13.78,184.67
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,shock,shock_1,0,155.9
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,shock,shock_2,0,27.12
32,201220_SEFL20_Ctonetest1_g2,4,C_tonetest,1,shock,shock_3,95,4.23
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,bl,bl,0.36,310.25
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,cs,cs_1,29.22,183.24
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,cs,cs_2,43,95.68
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,cs,cs_3,55.11,54.73
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,post,postcs_1,9.22,192.32
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,post,postcs_2,15.94,115.93
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,post,postcs_3,9.44,135.13
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,shock,shock_1,0,179.35
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,shock,shock_2,0,86.23
33,201220_SEFL20_Ctonetest1_g5,2,C_tonetest,1,shock,shock_3,100,0.18
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,bl,bl,0,316.28
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,cs,cs_1,27.11,152.52
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,cs,cs_2,47,74.77
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,cs,cs_3,68.33,48.67
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,post,postcs_1,1.57,235.76
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,post,postcs_2,3.21,162.48
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,post,postcs_3,3.81,147.35
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,shock,shock_1,60,57.72
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,shock,shock_2,51.67,20.57
34,201220_SEFL20_Ctonetest1_g5,3,C_tonetest,1,shock,shock_3,50,16.92
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,bl,bl,8.06,213.31
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,cs,cs_1,47.44,133.09
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,cs,cs_2,57.22,61.03
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,cs,cs_3,47.44,88.22
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,post,postcs_1,12.63,135.55
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,post,postcs_2,15.26,166.65
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,post,postcs_3,15.89,151.76
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,shock,shock_1,0,34.95
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,shock,shock_2,91.67,3.38
36,201220_SEFL20_Ctonetest1_g5,4,C_tonetest,1,shock,shock_3,0,13.62
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,bl,bl,5.14,237.39
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,cs,cs_1,48.56,94.43
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,cs,cs_2,65.78,63.46
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,cs,cs_3,50.44,70.56
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,post,postcs_1,25.4,80.78
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,post,postcs_2,19.67,84.91
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,post,postcs_3,27.29,87.81
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,shock,shock_1,0,16.05
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,shock,shock_2,60,21.67
78,201220_SEFL20_Ctonetest1_g3,1,C_tonetest,1,shock,shock_3,100,0.02
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,bl,bl,0,418.79
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,cs,cs_1,18.67,83.33
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,cs,cs_2,18.11,124.81
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,cs,cs_3,19.56,126.51
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,post,postcs_1,0.76,282.82
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,post,postcs_2,3.68,219.04
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,post,postcs_3,6.01,201.32
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,shock,shock_1,0,25.85
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,shock,shock_2,0,159.85
79,201220_SEFL20_Ctonetest1_g3,2,C_tonetest,1,shock,shock_3,0,59.95
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,bl,bl,13.41,181.85
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,cs,cs_1,40.44,31.31
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,cs,cs_2,49.33,29.96
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,cs,cs_3,12.11,195.94
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,post,postcs_1,24.23,117.02
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,post,postcs_2,48.74,59
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,post,postcs_3,17.08,130.55
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,shock,shock_1,78.33,10.25
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,shock,shock_2,76.67,17.47
4,201221_SEFL20_Ctonetest2_g1,1,C_tonetest,2,shock,shock_3,0,32.22
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,bl,bl,32.68,83.88
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,cs,cs_1,50.44,42.88
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,cs,cs_2,19.33,85.68
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,cs,cs_3,20.89,125.6
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,post,postcs_1,18.28,91.05
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,post,postcs_2,26.66,74.41
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,post,postcs_3,31.9,76.63
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,shock,shock_1,0,25.12
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,shock,shock_2,95,1.6
5,201221_SEFL20_Ctonetest2_g1,2,C_tonetest,2,shock,shock_3,0,130.67
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,bl,bl,1.87,249.02
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,cs,cs_1,23.78,100.39
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,cs,cs_2,15.11,119.81
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,cs,cs_3,30.44,60.01
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,post,postcs_1,4.72,247.94
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,post,postcs_2,7.74,164.4
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,post,postcs_3,7.46,232.1
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,shock,shock_1,0,449.43
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,shock,shock_2,55,51.33
6,201221_SEFL20_Ctonetest2_g3,3,C_tonetest,2,shock,shock_3,100,0.28
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,bl,bl,6.43,257.76
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,cs,cs_1,19.11,170.99
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,cs,cs_2,18.56,139.49
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,cs,cs_3,31.56,149.11
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,post,postcs_1,13.29,156.59
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,post,postcs_2,17.14,144.28
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,post,postcs_3,25.56,138.99
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,shock,shock_1,0,155.33
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,shock,shock_2,0,17.38
8,201221_SEFL20_Ctonetest2_g3,4,C_tonetest,2,shock,shock_3,100,0.37
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,bl,bl,5.09,216.77
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,cs,cs_1,22.33,141.84
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,cs,cs_2,52.89,35.05
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,cs,cs_3,14.56,158.02
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,post,postcs_1,36.13,91.72
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,post,postcs_2,27.77,108.45
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,post,postcs_3,21.14,145.06
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,shock,shock_1,91.67,7.98
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,shock,shock_2,100,0.15
14,201221_SEFL20_Ctonetest2_g4,1,C_tonetest,2,shock,shock_3,0,32.68
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,bl,bl,0.9,259.13
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,cs,cs_1,10.44,97.8
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,cs,cs_2,29,80.93
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,cs,cs_3,26,59.37
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,post,postcs_1,4.68,182.89
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,post,postcs_2,5.57,153.2
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,post,postcs_3,9.61,154.85
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,shock,shock_1,0,100.2
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,shock,shock_2,0,123.58
15,201221_SEFL20_Ctonetest2_g4,2,C_tonetest,2,shock,shock_3,0,104.55
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,bl,bl,9.54,148.33
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,cs,cs_1,30.22,63.47
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,cs,cs_2,28.22,61.21
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,cs,cs_3,9.44,86.59
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,post,postcs_1,13.64,99.55
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,post,postcs_2,23.52,90.18
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,post,postcs_3,15.62,73.64
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,shock,shock_1,0,191.25
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,shock,shock_2,0,79.75
18,201221_SEFL20_Ctonetest2_g4,3,C_tonetest,2,shock,shock_3,0,129.5
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,bl,bl,4.88,166.75
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,cs,cs_1,40.56,55.32
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,cs,cs_2,12.89,100.94
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,cs,cs_3,32.44,64
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,post,postcs_1,6.33,175.59
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,post,postcs_2,7.84,142.07
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,post,postcs_3,9.42,200.81
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,shock,shock_1,81.67,28.37
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,shock,shock_2,0,86.32
19,201221_SEFL20_Ctonetest2_g4,4,C_tonetest,2,shock,shock_3,0,32.55
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,bl,bl,7.58,249.72
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,cs,cs_1,33.78,30.93
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,cs,cs_2,24.33,111.24
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,cs,cs_3,42,19.69
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,post,postcs_1,15.76,178.08
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,post,postcs_2,22.69,153.21
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,post,postcs_3,21.54,127.87
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,shock,shock_1,0,105.73
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,shock,shock_2,0,14.03
20,201221_SEFL20_Ctonetest2_g5,1,C_tonetest,2,shock,shock_3,0,27.52
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,bl,bl,15.8,155.33
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,cs,cs_1,40.11,61.63
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,cs,cs_2,46.33,60.05
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,cs,cs_3,28.89,101.68
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,post,postcs_1,25.32,82.09
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,post,postcs_2,49.76,56.74
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,post,postcs_3,17.16,77.69
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,shock,shock_1,70,4.7
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,shock,shock_2,100,0.3
23,201221_SEFL20_Ctonetest2_g1,3,C_tonetest,2,shock,shock_3,0,15.15
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,bl,bl,14.93,118.5
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,cs,cs_1,52.22,10.83
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,cs,cs_2,59.11,7.92
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,cs,cs_3,25.89,107.07
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,post,postcs_1,21.86,107.88
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,post,postcs_2,17.24,81.23
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,post,postcs_3,16.66,77.75
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,shock,shock_1,76.67,6.55
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,shock,shock_2,56.67,6.62
24,201221_SEFL20_Ctonetest2_g1,4,C_tonetest,2,shock,shock_3,0,24.63
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,bl,bl,11.26,225.41
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,cs,cs_1,48.22,138.64
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,cs,cs_2,65.44,27.18
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,cs,cs_3,21.56,215.64
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,post,postcs_1,37.09,111.97
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,post,postcs_2,19.2,135.31
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,post,postcs_3,21.19,143.88
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,shock,shock_1,100,0.02
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,shock,shock_2,56.67,19.38
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,shock,shock_3,0,234.18
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,bl,bl,4.51,288.36
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,cs,cs_1,25.44,73.45
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,cs,cs_2,6,237.09
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,cs,cs_3,16.89,141.95
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,post,postcs_1,11.1,203.03
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,post,postcs_2,8.1,175.49
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,post,postcs_3,8.09,187.88
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,shock,shock_1,0,60.78
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,shock,shock_2,0,138.63
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,shock,shock_3,0,308.75
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,bl,bl,5.39,208.34
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,cs,cs_1,69.56,24.94
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,cs,cs_2,59.56,24.23
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,cs,cs_3,33,134.71
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,post,postcs_1,36.97,84.73
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,post,postcs_2,24.59,112.45
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,post,postcs_3,16.48,128.63
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,shock,shock_1,86.67,4.28
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,shock,shock_2,0,83.28
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,shock,shock_3,0,10.45
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,bl,bl,0.73,305.12
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,cs,cs_1,10.89,144.64
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,cs,cs_2,15.11,185.77
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,cs,cs_3,24.56,73.98
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,post,postcs_1,6.53,173.85
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,post,postcs_2,17.74,118.82
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,post,postcs_3,5.18,183.34
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,shock,shock_1,0,100.75
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,shock,shock_2,0,123.33
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,shock,shock_3,0,78.9
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,bl,bl,1.1,243.7
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,cs,cs_1,14.44,201.2
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,cs,cs_2,31.22,123.09
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,cs,cs_3,21.44,51.95
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,post,postcs_1,14.8,142.26
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,post,postcs_2,13.09,146.29
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,post,postcs_3,5.67,172.61
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,shock,shock_1,0,188.17
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,shock,shock_2,0,50.3
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,shock,shock_3,0,121.23
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,bl,bl,1.2,346.99
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,cs,cs_1,16.33,197.15
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,cs,cs_2,10.33,85.92
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,cs,cs_3,6.78,164.7
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,post,postcs_1,0,202.3
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,post,postcs_2,4.06,197.61
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,post,postcs_3,3.19,127.22
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,shock,shock_1,0,237.63
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,shock,shock_2,0,62.78
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,shock,shock_3,0,191.62
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,bl,bl,4.93,224.43
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,cs,cs_1,26.22,106.83
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,cs,cs_2,12.67,153.36
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,cs,cs_3,23.11,178.83
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,post,postcs_1,9.48,167.95
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,post,postcs_2,13.04,127.05
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,post,postcs_3,5.9,164.74
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,shock,shock_1,0,85.03
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,shock,shock_2,55,48.43
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,shock,shock_3,0,309.05
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,bl,bl,3.7,204.64
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,cs,cs_1,38.44,37.42
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,cs,cs_2,27.56,77.43
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,cs,cs_3,3.56,136.42
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,post,postcs_1,10,120.3
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,post,postcs_2,12.39,90.22
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,post,postcs_3,17.36,101.12
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,shock,shock_1,0,86.25
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,shock,shock_2,0,69.4
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,shock,shock_3,0,23.97
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,bl,bl,0.4,322.42
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,cs,cs_1,4.22,331.87
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,cs,cs_2,0,210.01
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,cs,cs_3,0,125.96
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,post,postcs_1,1.46,258.94
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,post,postcs_2,1.58,272.65
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,post,postcs_3,0.83,303.17
