Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),DstFrmCnt_in,Distance_px,Distance_in
15,3,SEFL_10K6B_OF_15_2023-10-01 14-55-45.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",8.199576026,1464.20731,174.0922333
15,3,SEFL_10K6B_OF_15_2023-10-01 14-55-45.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.909112175,1452.167639,172.6607331
15,3,SEFL_10K6B_OF_15_2023-10-01 14-55-45.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",8.263124115,1348.481001,160.3325346
15,3,SEFL_10K6B_OF_15_2023-10-01 14-55-45.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.664733023,961.494596,114.3203838
15,6,SEFL_10K6b_OF6_15_2023-10-06 12-24-40.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.329086956,1741.023245,206.3570114
15,6,SEFL_10K6b_OF6_15_2023-10-06 12-24-40.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.815332217,1377.365811,163.2540481
15,6,SEFL_10K6b_OF6_15_2023-10-06 12-24-40.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.84749858,1567.966798,185.8452743
15,6,SEFL_10K6b_OF6_15_2023-10-06 12-24-40.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",8.240760912,1261.073678,149.4703739
15,6,SEFL_10K6b_OF6_15_2023-10-06 12-24-40.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.899067837,1624.297801,192.5219787
16,1,SEFL_10K6b_OF1_16_2023-09-27 16-46-02.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.872242646,835.3904271,101.8598829
16,1,SEFL_10K6b_OF1_16_2023-09-27 16-46-02.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",8.518212592,1036.21723,126.34687
16,1,SEFL_10K6b_OF1_16_2023-09-27 16-46-02.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",8.727748857,535.2029613,65.25776356
16,1,SEFL_10K6b_OF1_16_2023-09-27 16-46-02.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",8.765551416,729.4369908,88.94088807
16,1,SEFL_10K6b_OF1_16_2023-09-27 16-46-02.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",8.230226882,719.164629,87.68837005
16,4,SEFL_10K6b_OF4_16_2023-10-02 14-27-45.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.695041805,1999.792343,237.3981864
16,4,SEFL_10K6b_OF4_16_2023-10-02 14-27-45.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",8.410931299,1496.408791,177.6408107
16,4,SEFL_10K6b_OF4_16_2023-10-02 14-27-45.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",8.672539917,983.264291,116.724699
16,4,SEFL_10K6b_OF4_16_2023-10-02 14-27-45.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",8.266641682,1084.039408,128.6878561
16,4,SEFL_10K6b_OF4_16_2023-10-02 14-27-45.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",6.66834391,1490.839341,176.9796534
17,1,SEFL_10K6b_OF1_17_2023-09-27 16-55-36.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.796870433,879.8360638,107.2791781
17,1,SEFL_10K6b_OF1_17_2023-09-27 16-55-36.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.620384351,1325.803559,161.6563836
17,1,SEFL_10K6b_OF1_17_2023-09-27 16-55-36.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",8.641506063,496.9827749,60.59754292
17,1,SEFL_10K6b_OF1_17_2023-09-27 16-55-36.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",8.046722906,1090.78135,132.9999208
17,1,SEFL_10K6b_OF1_17_2023-09-27 16-55-36.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.86361654,943.4533926,115.0360945
17,4,SEFL_10K6b_OF4_17_2023-10-02 14-36-04.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.777029744,935.5222937,111.0571788
17,4,SEFL_10K6b_OF4_17_2023-10-02 14-36-04.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",8.479771286,906.6269451,107.626971
17,4,SEFL_10K6b_OF4_17_2023-10-02 14-36-04.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",8.090995105,1105.085446,131.1862612
17,4,SEFL_10K6b_OF4_17_2023-10-02 14-36-04.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",6.879549171,622.0812133,73.84814343
17,4,SEFL_10K6b_OF4_17_2023-10-02 14-36-04.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.759101523,473.3669228,56.19405901
18,3,SEFL_10K6B_OF_18_2023-10-01 15-02-42.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",7.518846429,2569.746803,305.539357
18,3,SEFL_10K6B_OF_18_2023-10-01 15-02-42.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.444254068,1765.894633,209.9624407
