Animal,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,bin,range(f),light,dark,Distance_px,Distance_in
31,ms_26_28_29_31__2021-06-24 11-10-58.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",0,"(0, 1800)",0,1,420.277393,39.0669526
31,ms_26_28_29_31__2021-06-24 11-10-58.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",1,"(1800, 3600)",0,1,423.234191,39.3418023
31,ms_26_28_29_31__2021-06-24 11-10-58.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",2,"(3600, 5400)",0.07329262,0.93781233,532.568068,49.5049504
31,ms_26_28_29_31__2021-06-24 11-10-58.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",3,"(5400, 7200)",0.01277068,0.99000555,475.457977,44.1962727
31,ms_26_28_29_31__2021-06-24 11-10-58.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",4,"(7200, 9000)",0.35313715,0.65241532,664.385993,61.7581068
32,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",0,"(0, 1800)",0.314825097,0.686285397,949.6737269,90.3005285
32,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",1,"(1800, 3600)",0.494725153,0.505274847,1025.961462,97.55441223
32,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",2,"(3600, 5400)",0,1,420.1804228,39.95321042
32,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",3,"(5400, 7200)",0.257634647,0.742365353,724.1494526,68.85636238
32,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",4,"(7200, 9000)",0.497501388,0.504164353,1021.04089,97.08653547
33,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",0,"(0, 1800)",0.14991671,0.85785675,1133.56896,102.966893
33,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",1,"(1800, 3600)",0.17656857,0.82565242,925.56224,84.0727573
33,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",2,"(3600, 5400)",0.26207662,0.73792338,1159.07218,105.283459
33,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",3,"(5400, 7200)",0.23375902,0.76735147,814.03631,73.9423825
33,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",4,"(7200, 9000)",0.27151582,0.73126041,1007.97518,91.5586756
34,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.462871287128716, 103.37376237623762, 103.37376237623762, 3.571782178217825], [3.571782178217825, 103.37376237623762, 105.59158415841584, 3.571782178217825]], 'ys': [[1.8099124203821833, 1.1379378980891897, 104.62201433121021, 104.62201433121021], [104.62201433121021, 104.62201433121021, 209.4500398089172, 208.7780652866242]]}",0,"(0, 1800)",0,1,240.8174408,23.67425104
34,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.462871287128716, 103.37376237623762, 103.37376237623762, 3.571782178217825], [3.571782178217825, 103.37376237623762, 105.59158415841584, 3.571782178217825]], 'ys': [[1.8099124203821833, 1.1379378980891897, 104.62201433121021, 104.62201433121021], [104.62201433121021, 104.62201433121021, 209.4500398089172, 208.7780652866242]]}",1,"(1800, 3600)",0,1,376.1976644,36.98319322
34,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.462871287128716, 103.37376237623762, 103.37376237623762, 3.571782178217825], [3.571782178217825, 103.37376237623762, 105.59158415841584, 3.571782178217825]], 'ys': [[1.8099124203821833, 1.1379378980891897, 104.62201433121021, 104.62201433121021], [104.62201433121021, 104.62201433121021, 209.4500398089172, 208.7780652866242]]}",2,"(3600, 5400)",0,1,407.7196343,40.08205113
34,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.462871287128716, 103.37376237623762, 103.37376237623762, 3.571782178217825], [3.571782178217825, 103.37376237623762, 105.59158415841584, 3.571782178217825]], 'ys': [[1.8099124203821833, 1.1379378980891897, 104.62201433121021, 104.62201433121021], [104.62201433121021, 104.62201433121021, 209.4500398089172, 208.7780652866242]]}",3,"(5400, 7200)",0.14658523,0.860632982,939.3516298,92.34566325
34,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.462871287128716, 103.37376237623762, 103.37376237623762, 3.571782178217825], [3.571782178217825, 103.37376237623762, 105.59158415841584, 3.571782178217825]], 'ys': [[1.8099124203821833, 1.1379378980891897, 104.62201433121021, 104.62201433121021], [104.62201433121021, 104.62201433121021, 209.4500398089172, 208.7780652866242]]}",4,"(7200, 9000)",0.163242643,0.84008884,824.9519232,81.09927111
35,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",0,"(0, 1800)",0.47806774,0.52304275,1839.56129,170.996716
35,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",1,"(1800, 3600)",0.28317601,0.71848973,1480.62535,137.631767
35,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",2,"(3600, 5400)",0.15546918,0.84453082,1286.33749,119.571708
35,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",3,"(5400, 7200)",0.43475847,0.56635203,1507.87857,140.165095
35,ms_32_33_34_35__2021-06-24 11-33-41.mkv,99,TRUE,0.9,50,1950,"{'xs': [[0.290006868131865, 101.41088598901099, 99.05923763736264, 3.8174793956043924], [3.8174793956043924, 99.05923763736264, 103.76253434065934, 4.9933035714285685]], 'ys': [[0.46596337579619607, 0.46596337579619607, 103.95003980891721, 103.95003980891721], [103.95003980891721, 103.95003980891721, 208.7780652866242, 209.4500398089172]]}",4,"(7200, 9000)",0.23986674,0.76013326,1299.7538,120.818823
37,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",0,"(0, 1800)",0.048861743,0.951138257,572.5025048,54.43688425
37,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",1,"(1800, 3600)",0.069405886,0.930594114,410.9327108,39.07388392
37,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",2,"(3600, 5400)",0,1,513.4043374,48.81748509
37,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",3,"(5400, 7200)",0.058856191,0.942254303,598.9005343,56.94696319
37,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.565625000000004, 103.53404605263158, 101.23930921052632, 4.8603618421052674], [4.8603618421052674, 101.23930921052632, 103.53404605263158, 3.7129934210526354, 4.8603618421052674]], 'ys': [[0.7199519230769296, 2.066105769230776, 105.046875, 104.37379807692308], [104.37379807692308, 105.046875, 208.70072115384616, 208.02764423076923, 160.9122596153846]]}",4,"(7200, 9000)",0,1,490.8754727,46.67530896
38,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",0,"(0, 1800)",0.08717379,0.91282621,396.975899,36.0590104
38,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",1,"(1800, 3600)",0.09217102,0.91282621,360.855887,32.778076
38,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",2,"(3600, 5400)",0.11604664,0.88506385,285.254916,25.910918
38,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",3,"(5400, 7200)",0.56801777,0.45585786,833.274561,75.6898746
38,ms_37_38__2021-06-24 11-49-16.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.3539603960396074, 106.70049504950494, 103.37376237623762, 5.789603960396043], [5.789603960396043, 103.37376237623762, 107.80940594059405, 3.571782178217825]], 'ys': [[0.7179538216560687, 1.3899283439490624, 104.20203025477709, 104.20203025477709], [104.20203025477709, 104.20203025477709, 209.70203025477707, 209.70203025477707]]}",4,"(7200, 9000)",0,1,311.247385,28.2719246
41,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",0,"(0, 1800)",0.399777901,0.600777346,1307.46842,128.8693763
41,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",1,"(1800, 3600)",0.08384231,0.917268184,994.3069225,98.00291232
41,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",2,"(3600, 5400)",0.370349806,0.637423654,1018.440496,100.381615
41,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",3,"(5400, 7200)",0.30094392,0.69905608,918.8014231,90.56078488
41,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",4,"(7200, 9000)",0.265963354,0.734036646,983.0780773,96.89615192
42,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",0,"(0, 1800)",0.330372016,0.672959467,1302.048097,125.4487346
42,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",1,"(1800, 3600)",0.089394781,0.910605219,964.2971957,92.90736894
42,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",2,"(3600, 5400)",0.318711827,0.681288173,974.0700285,93.84895437
42,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",3,"(5400, 7200)",0.2476402,0.755136036,1148.93945,110.6971397
42,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",4,"(7200, 9000)",0.125485841,0.874514159,844.0602226,81.32286899
43,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",0,"(0, 1800)",0.591338145,0.409772349,1643.88985,163.9606379
43,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",1,"(1800, 3600)",0.416990561,0.585230428,1431.902145,142.8171049
43,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",2,"(3600, 5400)",0.355913381,0.645197113,1308.831784,130.5421371
43,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",3,"(5400, 7200)",0.347584675,0.653525819,1277.495437,127.4166677
43,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",4,"(7200, 9000)",0.107162687,0.892837313,1135.207585,113.2249583
44,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",0,"(0, 1800)",0.377012771,0.6285397,1530.984925,151.2158551
44,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",1,"(1800, 3600)",0.092171016,0.908939478,907.6641976,89.65027385
44,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",2,"(3600, 5400)",0.47806774,0.524153248,1414.922673,139.7523505
44,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",3,"(5400, 7200)",0.191004997,0.808995003,1209.469542,119.4596811
44,ms41to44_2022-01-20 09-25-13.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",4,"(7200, 9000)",0.051637979,0.950583009,824.168585,81.40338634
45,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",0,"(0, 1800)",0.14658523,0.86285397,1225.768201,120.8166722
45,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",1,"(1800, 3600)",0,1,877.1627877,86.45671254
45,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",2,"(3600, 5400)",0.34092171,0.664630761,1256.50405,123.8461218
