Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),DstFrmCnt_in,Distance_px,Distance_in
17,2,OF2_17_2022-12-05 13-57-03.mkv,99,TRUE,0.7,50,900,4,"(7200, 9000)",6.457375635,2516.586535,169.8161884
18,1,OF1_18_2022-11-28 16-17-09.mkv,99,TRUE,0.9,50,1110,0,"(0, 1800)",8.194987541,1815.053116,187.5095652
18,1,OF1_18_2022-11-28 16-17-09.mkv,99,TRUE,0.9,50,1110,1,"(1800, 3600)",7.805501107,807.4824389,83.41942158
18,1,OF1_18_2022-11-28 16-17-09.mkv,99,TRUE,0.9,50,1110,2,"(3600, 5400)",8.003475191,740.7562438,76.52606969
18,1,OF1_18_2022-11-28 16-17-09.mkv,99,TRUE,0.9,50,1110,3,"(5400, 7200)",7.42710484,842.7204794,87.05979419
18,1,OF1_18_2022-11-28 16-17-09.mkv,99,TRUE,0.9,50,1110,4,"(7200, 9000)",7.663928987,956.9818755,98.86391415
18,2,OF2_18_2022-12-05 14-06-26.mkv,99,TRUE,0.7,50,900,0,"(0, 1800)",7.775016747,1851.52867,124.9388953
18,2,OF2_18_2022-12-05 14-06-26.mkv,99,TRUE,0.7,50,900,1,"(1800, 3600)",8.155626532,618.0612718,41.7060204
18,2,OF2_18_2022-12-05 14-06-26.mkv,99,TRUE,0.7,50,900,2,"(3600, 5400)",7.733756289,1527.69097,103.0867224
18,2,OF2_18_2022-12-05 14-06-26.mkv,99,TRUE,0.7,50,900,3,"(5400, 7200)",7.889486457,1169.53828,78.91901595
18,2,OF2_18_2022-12-05 14-06-26.mkv,99,TRUE,0.7,50,900,4,"(7200, 9000)",7.097828062,1207.576492,81.48578805
